sample_type,batch_file,tweet_id,text,images,label,author,post_url,date_posted,topic,error_category,flagging_tweet_text,flagging_tweet_authors
fake_sample,batch1,23,null,./media/batch1/23/images/img0.jpeg,False,Morgan J. Freeman,https://x.com/mjfree/status/1816666605897560552,2024-07-26 02:47:25,Politics-United-States-Presidential-Election,Deepfakes,Kamala Harris did not challenge Donald Trump to a debate at Jeffrey Epstein's townhouse.This supposed screenshot started as a clearly labeled parody before users circulated it with some signs it was fake cropped out.https://factcheck.afp.com/doc.afp.com.367X63B,Bill McCarthy
fake_sample,batch1,24,"Kamala SLAMS Trump, showing she is a cooler woman than even Nancy Reagan was 🔥",./media/batch1/24/images/img0.jpeg,False,Faith Back Rub,https://x.com/FaithRubPol/status/1815800262017372563,2024-07-23 17:24:53,Politics-United-States-Presidential-Election,De-contextualization,Kamala Harris did not challenge Donald Trump to a debate at Jeffrey Epstein's townhouse.This supposed screenshot started as a clearly labeled parody before users circulated it with some signs it was fake cropped out.https://factcheck.afp.com/doc.afp.com.367X63B,Bill McCarthy
fake_sample,batch1,25,"Diverse nuotatrici olimpiche hanno indossato il costume con una scritta posizionata strategicamente a specificare che 'Not a dude', non sono un ragazzo.Belle, brave e ironiche.Apprezzo moltissimo,Di questi tempi andrebbe resa obbligatoria, magari illuminata a led.Voi che dite?",./media/batch1/25/images/img0.jpeg,False,Simone Pillon,https://x.com/SimoPillon/status/1817809924220403972,2024-07-29 06:30:33,Society,Deepfakes,È veramente vergognoso cascare in queste bufale. Nessuna delle atlete a Parigi 2024 indossa costumi con la scritta 'not a dude'. È ora di finirla!,David Puente
fake_sample,batch1,26,"This isn't a movie scene, it's REAL!

China's $170 BILLION Ghost Cities: Abandoned Skyscrapers and Empty Streets.

You won't believe your eyes 👀 ",./media/batch1/26/images/img0.jpeg,False,Nayeem Sheikh,https://x.com/HeyNayeem/status/1861679087208857900,2024-11-27 07:50:57,Society,Misattributed Images,"The image in this post is not of a Chinese ghost city.It actually depicts Osaka, Japan 🇯🇵, one of the largest cities in the world.For confirmation, refer to the original source: ",Helpful Community Notes
fake_sample,batch1,27,This is Trump’s medical report.,./media/batch1/27/images/img0.jpeg,False,𝕊𝕦𝕟𝕕𝕒𝕖_𝔾𝕦𝕣𝕝,https://x.com/SundaeDivine/status/1813734001859035397,2024-07-18 00:34:18,Politics-United-States-Presidential-Election,Deepfakes,"This 'EMS Transfer of Care Form' is fake, per the Pennsylvania Department of Health, which tells me it has not released any report on Donald Trump's treatment after an assassination attempt.It started with a parody account, as should be evident from its contents.",Bill McCarthy
fake_sample,batch1,28,"WOW, Mariah Carey with a direct message!!!",./media/batch1/28/images/img0.jpeg,False,Xaviaer DuRousseau,https://x.com/XAVIAERD/status/1810399553784520998,2024-07-08 19:44:23,Entertainment,Deepfakes,"This image of Mariah Carey showcasing a message on her phone that says 'Palestine does not exist' is altered.In the original photo the singer posted to her social media, she is holding up her score on a New York Times word puzzle game called 'Connections.'",Bill McCarthy
fake_sample,batch1,29,Front row at the Donald Trump Miami rally tonight? Tua.,./media/batch1/29/images/img0.jpeg,False,Clay Travis,https://x.com/ClayTravis/status/1810814670862684321,2024-07-09 23:13:55,Politics-United-States-Presidential-Election,Deepfakes,"This image, purporting to show a seat reserved for Tua Tagovailoa at Donald Trump's rally last night, is altered.The chair at the Doral, Florida speech was marked for Barron Trump, not the Miami Dolphins quarterback.https://factcheck.afp.com/doc.afp.com.363G6RY",Bill McCarthy
fake_sample,batch1,30,"Yes, orange man bad, and the “Supreme” Court has effectively made him immune from prosecution. There are only two things that can shut him out of our lives forever: One, we destroy him at the ballot box. Two, he finally has that one hamberder too many.",./media/batch1/30/images/img0.jpeg,False,😱 Scary Larry 😱 🇺🇦✊🏻🇺🇸🗽,https://x.com/aintscarylarry/status/1808130479662707009,2024-07-02 13:27:54,Politics-United-States-Presidential-Election,Deepfakes,"When someone says it's 'not photoshopped,' it's usually photoshopped.",Dan Evon
fake_sample,batch1,31,He is now my favorite movie star…I wonder why 😂@FlynnMovie,./media/batch1/31/images/img0.jpeg,False,General Mike Flynn,https://x.com/GenFlynn/status/1798787557351735707,2024-06-06 18:42:28,Society,Deepfakes,Former US national security adviser Gen Michael Flynn appears to have fallen for a clearly doctored image of Mark Wahlberg wearing a T-shirt that brands Dr Anthony Fauci a 'prick'.,Shayan Sardarizadeh
fake_sample,batch1,32,Meanwhile… Krampus March in Norway ,./media/batch1/32/images/img0.jpeg,False,Karli Bonne’ 🇺🇸,https://x.com/KarluskaP/status/1861753457658450219,2024-11-27 12:46:28,Entertainment,Misattributed Images,"This event is taking place in Itter, Austria, not Norway",Helpful Community Notes
fake_sample,batch1,33,Her dress into court the other day???,./media/batch1/33/images/img0.jpeg,False,Ordinal Historian,https://x.com/demB4cap/status/1783109545268572173,2024-04-24T12:23:38,Society,Deepfakes,"This viral photo, purported to show Stormy Daniels arriving at Donald Trump's criminal trial in a mushroom-patterned dress, is digitally altered.The original shot of her in a blue dress was snapped before she appeared on ABC's 'The View' in 2018.https://factcheck.afp.com/doc.afp.com.34Q97L3",
fake_sample,batch1,34,Wall Street Silver? 🇺🇸🇺🇸🇺🇸,./media/batch1/34/images/img0.jpeg,False,Wall Street Silver,https://x.com/WallStreetSilv/status/1768577895155331501,2024-03-15 10:00:03,Society,Misattributed Images,"This meme has been circulating for months, but it does not actually depict the US border with Mexico.The photo dates to October 2015 and shows migrants at a train station near the border between Greece and North Macedonia, where it can be geolocated.",Bill McCarthy
fake_sample,batch1,35,Biden is right now in a meeting with the country's top military leadership.,./media/batch1/35/images/img0.jpeg,False,S p r i n t e r,https://x.com/SprinterFamily/status/1752095139248341194,2024-01-29 22:23:28,Politics-United-States-Presidential-Election,Deepfakes,"A fake image of Joe Biden meeting military leaders in Army fatigues went viral, claimed to show the president responding to an attack in Jordan that killed US troops.Misshapen objects, deformed hands and distorted heads are all signs it is AI-generated.",Bill McCarthy
fake_sample,batch1,36,"Under EXTREME CENSORSHIP:Leaked image of Ramat David Airbase, in Haifa, after Hezbollah bombed HELL out of it. 🔥Bahahahahah",./media/batch1/36/images/img0.jpeg,False,Jelina,https://x.com/JeezyJelly2023/status/1838390862512034085,2024-09-24 01:31:51,Politics-Warfare-Lebanon-Israel Conflict,Deepfakes,"Fake ❌After analyzing the photo, #Misbar’s team found that the image in question is an AI-generated photo. 📍 There are several distortions and unclear outlines that could be noted in the photo.Read more: https://msbr.co/0iy1m #Lebanon",Misbar
fake_sample,batch1,37,Wow. They are now openly saying the Democrats plan on stealing the election.,./media/batch1/37/images/img0.jpeg,False,Laura Loomer,https://x.com/LauraLoomer/status/1846251495810842816,2024-10-15 18:07:12,Politics-United-States-Presidential-Election,Deepfakes,❌ This is not an authentic headline from @TheAtlantic-- it was fabricated and superimposed on text from an article published in 2021 https://u.afp.com/5znc,AFP Fact Check 🔎
fake_sample,batch1,38,"📍Gatlinburg, Tennessee yesterday",./media/batch1/38/images/img0.jpeg,False,The Dibster,https://x.com/richarddibX/status/1840533653257928908,2024-09-29 23:26:33,Nature,Deepfakes,"Posts purport to show Gatlinburg, Tennessee flooded after Hurricane Helene devastated the southeastern United States. But the photo was fabricated using artificial intelligence https://u.afp.com/5R9w",AFP Fact Check 🔎
fake_sample,batch1,39,The boys in Brooklyn could only hope for this level of drip,./media/batch1/39/images/img0.jpeg,False,Nikita S,https://x.com/singareddynm/status/1639655045875507201,2023-03-25 15:46:40,Entertainment,Deepfakes,"❌ This supposed image of Pope Francis is not authentic -- it has classic signs of AI manipulation, and Vatican experts say the coat does not conform with papal wear http://u.afp.com/i89a",AFP Fact Check 🔎
fake_sample,batch1,40,I love Jennifer Aniston,./media/batch1/40/images/img0.jpeg,False,Jesus is King,https://x.com/ProseccoLiquido/status/1851735254492487718,2024-10-30 21:17:42,Politics-United-States-Presidential-Election,Deepfakes,"This image of Jennifer Aniston wearing a 'keep America Trumpless' T-shirt is doctored and has been widely debunked before. The real image was taken in Italy in 2018, and there's no anti-Trump message on her shirt.",Shayan Sardarizadeh
fake_sample,batch1,41,null,./media/batch1/41/images/img0.jpeg,False,Makhele Makhele,https://x.com/makhelee/status/1851648046494335145,2024-10-30 15:31:10,Entertainment,Deepfakes,"This photo of Keanu Reeves is edited.The original was taken at an event in Italy in 2017.This isn’t the first time the actor’s picture has been edited to make it look like he is holding a T-shirt with a message.Like this one, checked earlier by Snopes https://snopes.com/fact-check/keanu-reeves-donald-trump-t-shirt/",Olga Robinson
fake_sample,batch1,42,"🇸🇪🇺🇦🇷🇺🚨‼️ BREAKING: Swedish instructors killed!Multiple Swedish instructors were killed in the missile strike on the communication troop training center in Poltava.-> Britta Ellwanger, a foreign volunteer working with the Ukrainian Army and studying with the deceased instructor at a Swedish university confirms this.Reminder, that it was Sweden that planned to supply two ASC 890 AWACS aircraft, the training of whose onboard personnel corresponds to the profile of the training center.The missile strike on Poltava is extremely successful from the military perspective.",./media/batch1/42/images/img0.jpeg; ./media/batch1/42/images/img1.jpeg,False,Lord Bebo,https://x.com/MyLordBebo/status/1830968110188274013,2024-09-03 13:56:29,Politics-Warfare-War-in-Ukraine,De-contextualization,null,Britta Ellwanger🇺🇦
fake_sample,batch1,43,President Donald J Trump just posted this to his Truth Social 😮 🇷🇺 🇺🇸 🍷Are you trusting the plan?,./media/batch1/43/images/img0.jpeg,False,RichardStrocher,https://x.com/O_Rob1nson/status/1747523105054986745/photo/1,2024-01-17 02:55:00,Politics-other,Deepfakes,"This image of Putin and Trump is clearly AI-generated.

Just look at the stems of the glasses in their hands. 

It was originally posted on Instagram as part of a series of images of an AI-generated “date night” involving Putin and Trump. https://t.co/yVbbfepwli",Olga Robinson
fake_sample,batch1,44,Cackle Cackle!Make this photo famous.,./media/batch1/44/images/img0.jpeg,False,Real Ben Garrison Cartoons,https://x.com/Shayan86/status/1815143449516990894/photo/2,2024-07-21 18:18:00,Politics-United-States-Presidential-Election,Deepfakes,"This digitally-altered image of Kamala Harris posing alongside Jeffrey Epstein is being shared in the wake of Joe Biden's endorsement of her as the new Democratic nominee.

The real image, captured in 2015, shows Harris posing with her husband Douglas Emhoff. https://t.co/aQtYoK90Ke",Shayan Sardarizadeh
fake_sample,batch1,45,Never forget. Five dancing Israelis.,./media/batch1/45/images/img0.jpeg,False,Syrian Girl,https://x.com/Shayan86/status/1824015984786547112/photo/1,2024-08-14 23:44:00,Politics-Warfare-Israel-Palestine,De-contextualization,"Never forget. Al-Qaeda was responsible for 9/11, and this is an AI-generated image. https://t.co/4IlYm3M4mk",Shayan Sardarizadeh
fake_sample,batch1,46,"No, this isn’t a scene from a movie.This is Beirut tonight under Israeli bombs",./media/batch1/46/images/img0.jpeg,False,sarah,https://x.com/Shayan86/status/1824015984786547112/photo/2,2024-10-20 22:59:55,Politics-Warfare-Lebanon-Israel Conflict,Deepfakes,"A second image depicting Beirut airport in flames with a plane nearby is being widely shared amid intense Israeli strikes targeting Beirut tonight.

This image is also AI-generated and fake. It was shared on Instagram by a Lebanese account and labelled as AI. https://t.co/pL14J5homX",Shayan Sardarizadeh
fake_sample,batch1,47,What????,./media/batch1/47/images/img0.jpeg,False,Bing!,https://x.com/zoo_bear/status/1849149413458858364/photo/1,2024-10-23 14:49:00,Society,Deepfakes,Edited image of Kashmir Eye Hospital @tweetkeh doing rounds https://t.co/Kt26bNM4HH,Mohammed Zubair
fake_sample,batch1,48,It’s just a matter of time! ,./media/batch1/48/images/img0.jpeg,False,Cultural Maverick,https://x.com/CulturalMaverik/status/1861427950958321868,2024-11-26 15:13:01,Society,Deepfakes,The years in this AI picture are not correct. Both men would be 70 years old today.,Helpful Community Notes
fake_sample,batch1,49,MAKE THIS VIRAL! @realDonaldTrump,./media/batch1/49/images/img0.jpeg,False,Patriot4Life,https://x.com/billdmccarthy/status/1823833986835042792/photo/1,2024-08-13 21:28:02,Politics-other,Deepfakes,"Donald Trump shared a Truth Social post last week falsely claiming Kamala Harris put out a Craigslist ad seeking paid ""anti-Trump"" actors for an Arizona rally.

The fake listing is actually an altered version of an old hoax about hired ""pro-Trump"" actors.

https://t.co/gBYtwXsJ7c https://t.co/aLx03OTzGh",Bill McCarthy
fake_sample,batch1,50,Statue of Allah แปลว่า รูปปั้นอัลลอฮ ที่อยู่ภายในกระแส#แทนการสรรเสริญอิสลาม ก็มีแค่นี้แหละ !!#รวมพลังคนไทยพุทธ 6 พ.ค. 67,./media/batch1/50/images/img0.jpeg,False,รวมพลังคนไทยพุทธ ภาคอีสาน,https://x.com/AFPFactCheck/status/1802579142166339615/photo/1,2024-05-06 21:28:02,Society,Deepfakes,"Don't be fooled by Facebook posts about an 'Allah statue' at Islam's holiest site the Kaaba 

The posts share an edited photo and Islam prohibits images or statues of Allah

https://t.co/7WXg8cZ3t7 https://t.co/LJKpKyDEhJ",AFP Fact Check 🔎
fake_sample,batch1,51,Tee link:  Well said Taylor. Nope - no more trump 💙 love this tee,./media/batch1/51/images/img0.jpeg,False,null,https://x.com/billdmccarthy/status/1748441308392206373/photo/1,2024-1-15 03:18:02,Politics-United-States-Presidential-Election,Deepfakes,"This image purporting to show Taylor Swift wearing an anti-Donald Trump T-shirt has been shared in dozens of Facebook posts advertising the same merchandise.

The photo is doctored; the original headshot comes from a 2019 gala where she wore a pink dress.

https://t.co/WNquVkSIg6 https://t.co/YOG5zPOGxV",Bill McCarthy
fake_sample,batch1,52,🇺🇸🇮🇱 Wanting to stop the slaughter of innocent civilians is anti-semitic‼️‼️,./media/batch1/52/images/img0.jpeg,False,null,https://x.com/billdmccarthy/status/1743020985823953287/photo/1,2024-1-15 03:18:02,Politics-Warfare-Israel-Palestine,Deepfakes,"This image, which appears to show an NYC billboard saying ""Ceasefires are anti-Semitic,"" is altered.

The message in the original photo said ""Be human. Stand for Israel."" The rally's organizer and the sign's owner both said the ceasefires version is fake.

https://t.co/udzUZ1fXzz https://t.co/4ELJgvXiYN",Bill McCarthy
fake_sample,batch1,53,"Oday Mohammed: UNTIL THEIR LAST BREATH, THEY CONTINUED TO CONVEY THE VOICE OF THE OPPRESSED IN GAZA",./media/batch1/53/images/img0.jpeg,False,Oday Mohammed,https://x.com/misbar_en/status/1846109093741690937/photo/1,2024-10-15 03:18:02,Politics-Warfare-Israel-Palestine,Deepfakes,"🔎 #Misbar's investigation uncovered several clues indicating that the image was AI-generated.

📍 The word ""PRESS"" on the press vest worn by the body appears distorted, and there is a noticeable discrepancy in the fingers.

📍 In addition, Misbar's team used AI detection tools, https://t.co/hQPrrZmsMw",Misbar
fake_sample,batch1,54,"Do these mask wearing, Biden supporting liberals, actually think they’re going to take my guns from me?Are they going to take them from you? #2A",./media/batch1/54/images/img0.jpeg,False,null,https://x.com/billdmccarthy/status/1768310783052562878/photo/1,2024-03-05 09:00:00,Politics-United-States-Presidential-Election,Deepfakes,"This widespread image, claimed to show supporters of Joe Biden's 2024 campaign carrying posters promising to take Americans' guns away, is altered.

The signs in the original photo, taken after Biden's 2020 victory, say ""Biden-Harris"" and ""You're fired.""

https://t.co/t8qDJNKezE https://t.co/10kli05kbA",Bill McCarthy
fake_sample,batch1,55,ISRAEL IS ISIS.,./media/batch1/55/images/img0.jpeg,False,Dr. Anastasia Maria Loupis,https://x.com/billdmccarthy/status/1768383374522011920/photo/1,2024-03-13 09:00:00,Politics-Warfare-Israel-Palestine,Deepfakes,"An altered image claiming to show IDF soldiers holding the Islamic State group's flag is spreading online.

The original photo shows a green-and-yellow flag associated with their unit, which was gathered for a 2023 military training exercise in Morocco.

https://t.co/yULfSkV0Fy https://t.co/pFOz6FxxQy",Bill McCarthy
fake_sample,batch1,56,"Amy's page won’t let me post pictures, so I’m posting here...Klobuchar, Ellison and Flanagan - which is it Amy Klobuchar???? You never let a tragedy go to waste.",./media/batch1/56/images/img0.jpeg,False,null,https://x.com/billdmccarthy/status/1760404455168569623/photo/1,2024-02-19 09:33:00,Politics-other,Deepfakes,"A doctored image of US Senator Amy Klobuchar posing with ""defund the police"" posters is spreading online.

No one is holding a sign in the original photo posted by Minnesota Attorney General Keith Ellison.

And Klobuchar does not support defunding police.

https://t.co/sZm8CUfbbY https://t.co/4yZmyX7sVp",Bill McCarthy
fake_sample,batch1,57,Republican victory in 2024 depends on their being able to do this.,./media/batch1/57/images/img0.jpeg,False,Patrick Ruffini,https://x.com/billdmccarthy/status/1753158788624888007/photo/1,2024-01-31 14:17:00,Politics-United-States-Presidential-Election,Deepfakes,"The man in the second photo has three arms, one of several signs these are AI-generated images. https://t.co/F9XJKD17vu",Bill McCarthy
fake_sample,batch1,58,🚨 Katy Perry has released her new Christmas song “Cozy Little Christmas” ! ,./media/batch1/58/images/img0.jpeg,False,Pop Drug,https://x.com/zPopDrug/status/1861126973285695672,2024-11-25 19:17:03,Entertainment,Deepfakes,"This song is not new, it was released in 2018.",Helpful Community Notes
fake_sample,batch1,59,For those of you that don’t know….. The Francis Scott Key bridge is the same bridge that was shown in the Netflix movie ‘Leave the World Behind.’ The production company is owned by the Obamas.Open your eyes people‼️‼️@followers @highlight,./media/batch1/59/images/img0.jpeg,False,null,https://x.com/billdmccarthy/status/1775616411789930580/photo/1,2024-03-27 09:20:00,Society,Deepfakes,"Conspiracists are sharing this picture to tie the Obamas to the Francis Scott Key Bridge's collapse.

But it is not a scene from ""Leave The World Behind,"" which was shot in New York and never shows the bridge. The image combines AI art with a real photo.

https://t.co/d3AwfVbHGv https://t.co/r2giU9cRKL",Bill McCarthy
fake_sample,batch1,60,I remember feeling nauseous when Trump posted this photo because I knew he’d done it…he had betrayed America.,./media/batch1/60/images/img0.jpeg,False,null,https://x.com/billdmccarthy/status/1775616411789930580/photo/2,2024-03-25 09:20:00,Politics-United-States-Presidential-Election,Deepfakes,"This image, purportedly showing Donald Trump letting top Russian diplomat Sergei Lavrov sit at the historic White House Oval Office desk, is resurfacing on X. 

It is doctored. In the original photo, Trump is at the Resolute Desk and Lavrov is standing.

https://t.co/buZGtS8njL https://t.co/PIXJrGYefD",Bill McCarthy
